property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
15324,-37.735942,144.906924,44 Dublin Avenue,STRATHMORE,12795000.0,house,2014,4,1,2,SC_082,248,20036,1759,24,0,hospital_184,726,S_197,1005
91463,-37.97820663,145.0517426,25 Rossmith Avenue,BEAUMARIS,8385000.0,house,2009,2,1,2,SC_003,3368,19865,1246,39,0,hospital_055,199,S_011,1010
64821,-37.805922,145.285466,7 Rowan Street,CROYDON,3000000.0,house,2016,2,1,1,SC_022,790,19878,1243,51,1,hospital_164,2635,S_055,676
20613,-37.77756119,144.9627991,160 Brunswick Road,BRUNSWICK,5300000.0,house,2009,3,1,1,SC_008,3866,19969,460,20,1,hospital_024,1460,S_138,146
21446,-37.772134,144.964731,64 Glenlyon Road,BRUNSWICK,8140000.0,house,2011,3,1,3,SC_011,4425,19969,617,20,1,hospital_144,1850,S_074,490
9562,-37.85406876,144.7159729,5 Abbington Drive,TRUGANINA,3195000.0,house,2009,4,2,2,SC_053,1112,46468,3278,33,0,hospital_073,4114,S_007,2795
91529,-37.9731636,145.0507507,3 McNamara Street,BEAUMARIS,11228000.0,house,2008,3,1,2,SC_079,2807,19866,798,37,0,hospital_055,767,S_011,1387
181,-37.796922,144.889352,104 Macpherson Street,FOOTSCRAY,7280000.0,house,2012,2,1,0,SC_043,2476,20024,649,18,0,hospital_056,505,S_201,872
9305,-37.853356,144.718603,14 Gould Walk,TRUGANINA,4014000.0,house,2016,4,2,2,SC_053,1292,46468,3131,33,0,hospital_073,4344,S_007,2648
65214,-37.796406,145.318519,2/5 ALASTAIR COURT,KILSYTH,1602000.0,house,2013,3,2,2,SC_022,3132,19877,1405,54,1,hospital_113,4987,S_224,961
95057,-37.920932,145.024032,2 Clairmont Avenue,BENTLEIGH,6543000.0,house,2012,3,1,1,SC_046,2419,19938,1109,39,0,hospital_110,1754,S_107,1594
72522,-37.847961,145.268482,6/2A Orange Grove,BAYSWATER,19880000.0,house,2013,2,1,2,SC_032,5246,19870,694,50,1,hospital_002,836,S_139,573
1287,-37.80216217,144.8931885,62 Raleigh Street,FOOTSCRAY,4700000.0,house,2009,2,1,0,SC_043,2943,20024,156,18,0,hospital_003,1162,S_201,452
23031,-37.749196,144.950531,60 Queen Street,COBURG,12110000.0,house,2015,2,1,1,SC_030,1869,19966,1155,26,1,hospital_084,881,S_172,1542
55057,-37.842068,145.094915,15  Gleeson Avenue,CAMBERWELL,18000000.0,house,2015,5,2,2,SC_037,3524,19849,1649,34,0,hospital_089,1711,S_160,2245
80717,-37.97424316,145.2146454,10A Godfrey Crescent,DANDENONG,4590000.0,house,2009,2,1,1,SC_112,1430,19888,1803,54,0,hospital_033,298,S_183,959
33743,-37.701911,145.034277,126 Darebin Boulevard,RESERVOIR,9616000.0,house,2010,4,2,2,SC_047,4093,20008,2122,36,1,hospital_025,1850,S_155,1848
7110,-37.778391,144.813665,9 Susan Street,ALBION,15660000.0,house,2013,3,1,3,SC_102,1805,20004,975,28,0,hospital_174,1661,S_080,1747
15947,-37.704248,144.895177,14 Paisley Court,GOWANBRAE,5229000.0,house,2015,3,2,1,SC_010,1314,20032,1942,33,0,hospital_184,4324,S_209,2546
88561,-37.944149,145.025559,18 Morley Crescent,HIGHETT,11300000.0,house,2015,4,2,2,SC_046,1236,19937,1467,38,0,hospital_110,1580,S_214,332
70228,-37.867251,145.083445,6 Sun Rise,ASHBURTON,12480000.0,house,2013,5,3,2,SC_042,1328,19847,354,37,0,hospital_098,390,S_112,911
2569,-37.80921,144.881365,92 Empress Avenue,KINGSVILLE,7350000.0,house,2016,3,1,1,SC_043,2459,20023,894,20,0,hospital_056,1840,S_201,1741
51224,-37.795388,145.140453,3 Wilton Way,DONCASTER,22100000.0,house,2015,5,3,2,SC_091,1573,19897,2827,35,1,hospital_154,2737,S_188,1722
36995,-37.634416,145.022541,2 Cadiz Walk,EPPING,4550000.0,house,2014,3,2,2,SC_062,5873,20005,2109,43,1,hospital_053,1983,S_196,1175
84065,-37.857304,145.005245,47 Chomley Street,PRAHRAN,6336000.0,house,2016,3,1,0,SC_066,1514,19946,1053,23,0,hospital_132,477,S_115,1031
45251,-37.714699,145.107304,52 Plenty Lane,GREENSBOROUGH,8245000.0,house,2014,2,1,1,SC_017,5705,19985,1199,38,0,hospital_075,1073,S_020,1283
78811,-37.938224,145.172863,20 Phillip Avenue,SPRINGVALE,6524000.0,house,2014,3,1,2,SC_073,3739,19913,2117,44,0,hospital_161,3535,S_067,1394
27250,-37.608788,144.931072,53 Princetown Avenue,CRAIGIEBURN,2925000.0,house,2016,3,1,2,SC_110,1413,40221,1330,46,0,hospital_104,4759,S_005,1397
13735,-37.754606,144.927908,111A Primrose Street,ESSENDON,9150000.0,house,2013,2,1,2,SC_082,3022,20036,1027,24,0,hospital_128,1692,S_025,1572
74950,-37.886451,145.0561,2a Kokaribb Road,CARNEGIE,6875000.0,house,2009,3,1,2,SC_041,294,19920,219,28,0,hospital_108,2193,S_015,140
800,-37.797183,144.908272,3 Beevers Street,FOOTSCRAY,8550000.0,house,2015,3,2,2,SC_011,1787,20025,622,14,0,hospital_003,1772,S_201,986
32778,-37.736735,145.008652,42a Pender Street,PRESTON,9982000.0,house,2015,3,2,2,SC_103,670,20012,748,27,1,hospital_139,2329,S_084,514
9566,-37.8597522,144.7282247,5 Cheviot Drive,TRUGANINA,7701000.0,house,2011,4,2,2,SC_053,2361,46468,2030,33,0,hospital_073,4695,S_007,1547
7180,-37.73375,144.822095,11 Calverton Road,KEALBA,5440000.0,house,2011,3,1,1,SC_107,1480,20002,2301,33,0,hospital_005,3045,S_222,1712
96316,-37.904623,145.032934,9 Ocean Street,ORMOND,20960000.0,house,2014,3,2,1,SC_041,3162,19941,607,36,0,hospital_126,1272,S_107,1844
36901,-37.64902,145.051943,15 Wotan Drive,EPPING,3600000.0,house,2014,3,2,2,SC_062,2972,45795,1330,46,1,hospital_053,3137,S_096,1978
47856,-37.8115976,145.0555436,13 Edward Street,KEW,28600000.0,house,2012,2,1,2,SC_099,1436,19903,1474,23,0,hospital_064,714,S_113,1976
22386,-37.74493,144.947712,25 Bruce st Street,COBURG,22050000.0,house,2016,2,2,1,SC_030,1410,19965,1405,28,1,hospital_084,1388,S_172,1584
24669,-37.668767,144.954642,1695 Sydney Road,CAMPBELLFIELD,5916000.0,house,2014,3,1,2,SC_072,3491,19960,758,39,1,hospital_104,3625,S_161,2333
70115,-37.864053,145.098361,47 Douglas Street,ASHWOOD,10896000.0,house,2013,3,1,0,SC_042,1597,19839,1336,26,0,hospital_089,825,S_112,484
14114,-37.753967,144.925488,231 Pascoe Vale Road,ESSENDON,10530000.0,house,2015,4,2,2,SC_082,2832,20037,849,21,0,hospital_128,1628,S_025,1577
78822,-37.95853043,145.1600342,21 Burrapike Avenue,SPRINGVALE,2300000.0,house,2006,3,1,0,SC_057,3981,19891,333,46,0,hospital_124,2130,S_075,929
56485,-37.860008,145.096921,27 Haig Street,BURWOOD,14400000.0,house,2016,2,1,2,SC_042,1987,19848,1386,36,0,hospital_089,377,S_112,768
85183,-37.878124,145.003329,1 Regent Street,ELSTERNWICK,16100000.0,house,2015,3,2,2,SC_015,2248,19955,753,15,0,hospital_009,927,S_193,1016
307,-37.7947,144.884669,13 Leander Street,FOOTSCRAY,7650000.0,house,2016,3,1,1,SC_043,2041,20023,793,20,0,hospital_056,220,S_201,1353
21165,-37.75930786,144.9735107,38B Dunstan ave,BRUNSWICK,4815000.0,house,2009,3,1,2,SC_103,3330,19967,1149,23,1,hospital_144,349,S_074,1667
16967,-37.71068,144.948934,29 MIDDLE STREET,HADFIELD,5040000.0,house,2012,3,1,1,SC_030,2421,19962,1113,33,1,hospital_139,4393,S_004,986
69617,-37.868314,145.101519,16 Winbirra Parade,ASHWOOD,5480000.0,house,2011,2,1,2,SC_042,1336,19840,1100,28,0,hospital_089,1374,S_112,713
20309,-37.77355957,144.9637909,10 Charles Street,BRUNSWICK,30960000.0,house,2009,1,1,0,SC_008,4295,19969,474,20,1,hospital_102,1824,S_138,331
12842,-37.720926,144.771069,29 Brampton Circuit,DELAHEY,4186000.0,house,2010,3,2,1,SC_048,2927,20001,2202,36,0,hospital_057,5832,S_094,2122
42496,-37.752295,145.068677,66 Brown Street,HEIDELBERG,12960000.0,house,2015,4,2,2,SC_017,386,19935,882,26,0,hospital_066,690,S_100,765
48321,-37.807335,145.022313,33 Thornton Street,KEW,36000000.0,house,2014,4,3,2,SC_083,1871,19905,1614,19,0,hospital_032,666,S_039,776
7618,-37.73422623,144.8265228,7 Glenbar Court,KEALBA,5950000.0,house,2009,5,2,2,SC_107,1852,20002,2614,33,0,hospital_005,3091,S_222,2097
20046,-37.804474,144.964388,134 Queensberry Street,CARLTON,12765000.0,house,2012,3,2,0,SC_007,923,19842,628,7,1,hospital_188,529,S_044,693
50068,-37.764969,145.100117,24 Alison Avenue,BULLEEN,16800000.0,house,2016,3,1,2,SC_009,726,19935,3580,26,0,hospital_193,1610,S_154,813
83659,-37.849666,144.989446,2/38 Charles Street,PRAHRAN,12800000.0,house,2015,3,2,2,SC_066,449,19958,40,9,0,hospital_155,439,S_115,1402
27913,-37.5838,144.929589,9 Fearon Lane,CRAIGIEBURN,3600000.0,house,2014,1,1,1,SC_005,1306,40221,2343,46,0,hospital_104,7491,S_178,1200
80625,-37.98460388,145.2062378,1 Napier Street,DANDENONG,2992000.0,house,2007,3,1,0,SC_112,822,19888,671,54,0,hospital_119,1118,S_183,698
82540,-37.90234375,145.2734222,119 Fairway Drive,ROWVILLE,4000000.0,house,2009,4,2,2,SC_049,3183,19868,2993,55,1,hospital_150,3524,S_199,2085
27479,-37.580142,144.919268,62 Mareeba Way,CRAIGIEBURN,3040000.0,house,2013,4,2,2,SC_005,629,40221,3213,46,0,hospital_104,7855,S_178,2017
75583,-37.904236,145.0928045,1/48 Haughton Road,OAKLEIGH,9100000.0,house,2014,3,3,1,SC_087,2018,19917,584,34,0,hospital_166,1283,S_167,2018
42115,-37.747545,145.089243,34 Somerset Drive,VIEWBANK,10875000.0,house,2011,4,2,2,SC_009,2029,19936,2099,28,0,hospital_066,2565,S_154,2113
61297,-37.797738,145.242682,14 Hendra Grove,RINGWOOD,6790000.0,house,2012,3,1,2,SC_032,2069,19879,1716,46,1,hospital_105,1492,S_157,1092
45719,-37.712774,145.121388,1 Wattle Avenue,MONTMORENCY,6687000.0,house,2012,4,2,1,SC_051,5510,19986,281,40,0,hospital_075,1610,S_210,1976
88998,-37.947955,145.023228,7 Jillian Avenue,HIGHETT,15990000.0,house,2016,4,1,3,SC_079,1572,19872,1637,40,0,hospital_058,1558,S_214,299
42311,-37.73670578,145.0740204,5 Brassey Avenue,ROSANNA,4820000.0,house,2008,3,2,1,SC_017,2176,19936,976,28,0,hospital_066,2329,S_100,2548
28820,-37.81012,145.002671,14 Cooke Street,ABBOTSFORD,9620000.0,house,2014,3,1,0,SC_068,2742,19977,895,8,1,hospital_134,155,S_076,627
95496,-37.922166,145.033007,30 Park Crescent,BENTLEIGH,15400000.0,house,2014,3,2,3,SC_046,1986,19938,396,39,0,hospital_110,1257,S_107,851
46590,-37.703024,145.167874,1362 Main Road,ELTHAM,9000000.0,house,2011,4,2,2,SC_051,3346,19987,2119,44,0,hospital_075,5466,S_194,1592
8280,-37.74968719,144.7444305,22 Freeman Avenue,BURNSIDE,2520000.0,house,2008,4,2,2,SC_048,1879,20001,4899,36,0,hospital_057,6283,S_156,920
64418,-37.804006,145.297413,4 Edward Court,CROYDON,4350000.0,house,2010,4,1,2,SC_022,1375,19878,1760,51,1,hospital_164,3702,S_224,1157
54976,-37.844119,145.094832,12 Regent Street,CAMBERWELL,12100000.0,house,2011,3,1,3,SC_037,3698,19849,1507,34,0,hospital_089,1482,S_160,2328
48304,-37.792955,145.034712,32 Grandview Terrace,KEW,20160000.0,house,2014,3,1,3,SC_001,2856,19931,1649,20,0,hospital_029,1029,S_039,1464
26038,-37.574357,144.936518,23 Grange Rise,CRAIGIEBURN,7350000.0,house,2009,5,3,3,SC_005,1418,40221,3115,46,0,hospital_104,8616,S_178,2198
21330,-37.7590043,144.9608167,5/1-7 Colebrook Street,BRUNSWICK,10880000.0,house,2011,3,2,2,SC_030,3107,19967,249,23,1,hospital_011,540,S_074,1204
32102,-37.73124695,145.0171051,182 Tyler St,PRESTON,4550000.0,house,2008,2,1,0,SC_047,1419,20011,1301,29,1,hospital_139,2265,S_225,1243
94769,-37.911619,145.025726,13A Pascoe Avenue,BENTLEIGH,13736000.0,house,2014,3,2,1,SC_046,3295,19940,1114,36,0,hospital_126,1347,S_107,1686
858,-37.796807,144.902786,31 Lynch Street,FOOTSCRAY,9480000.0,house,2015,2,1,1,SC_011,1990,20025,477,14,0,hospital_003,1305,S_201,607
536,-37.798058,144.896957,2 Fitzroy Street,FOOTSCRAY,7920000.0,house,2010,2,1,1,SC_011,2428,20025,644,14,0,hospital_003,946,S_201,313
66976,-37.77106476,145.3505707,12 Rory Court,LILYDALE,3224000.0,house,2009,3,2,2,SC_084,3530,19876,1749,60,1,hospital_113,1077,S_081,1241
85668,-37.89693069,145.0080109,46 Begonia Road,GARDENVALE,10350000.0,house,2009,3,2,3,SC_023,3834,19953,338,19,0,hospital_013,462,S_151,1070
84272,-37.85234,144.987697,65 Raleigh Street,WINDSOR,12200000.0,house,2013,3,2,0,SC_066,763,19958,367,9,0,hospital_155,705,S_115,1617
23488,-37.6478,144.898411,2 Moffat Court,GREENVALE,5040000.0,house,2015,3,2,2,SC_075,1723,44817,2845,40,0,hospital_104,1966,S_211,1704
81356,-38.00174713,145.2076569,5 Tarene Street,DANDENONG,5312000.0,house,2008,3,2,2,SC_117,963,19888,1324,54,0,hospital_119,2099,S_184,1806
38796,-37.777302,145.036372,3 Kingsley Street,IVANHOE,13910000.0,house,2014,3,1,1,SC_001,1148,19932,319,21,0,hospital_039,1627,S_219,1112
74526,-37.896006,145.051228,11A Moira Avenue,CARNEGIE,7200000.0,house,2011,2,1,1,SC_041,1413,19942,1056,32,0,hospital_126,2844,S_015,1032
45707,-37.665641,145.117464,9 Rotin Court,PLENTY,13910000.0,house,2011,4,2,2,SC_062,3217,19988,3715,49,0,hospital_075,4513,S_051,2690
20060,-37.793363,144.96946,1508/570 Lygon Street,CARLTON,3360000.0,house,2010,1,1,0,SC_008,2058,19842,1942,7,1,hospital_188,795,S_200,914
52249,-37.82217789,144.996994,127 Richmond Terrace,RICHMOND,8855000.0,house,2008,3,1,0,SC_038,2274,19907,470,6,0,hospital_146,605,S_076,1406
22775,-37.742476,144.974306,41 Bell Street,COBURG,5720000.0,house,2013,3,1,0,SC_030,2406,19965,966,28,1,hospital_144,1574,S_173,714
28548,-37.798202,144.992642,184 Easey Street,COLLINGWOOD,11973000.0,house,2013,4,2,0,SC_008,2516,19975,191,11,1,hospital_170,1529,S_060,903
42438,-37.729941,145.104073,6 Coolong Place,VIEWBANK,10790000.0,house,2015,4,2,2,SC_009,4117,19986,2240,40,0,hospital_075,2766,S_020,2832
80999,-37.998838,145.196943,20 Keshava Grove,DANDENONG,3780000.0,house,2011,3,2,1,SC_117,1954,19888,1494,54,0,hospital_096,2348,S_184,2158
10966,-37.79864,144.927687,93 Ormond Street,KENSINGTON,10650000.0,house,2015,2,1,1,SC_011,2075,20026,219,11,0,hospital_114,505,S_086,1276
42449,-37.76582,145.066129,6 Lawrence Street,EAGLEMONT,26040000.0,house,2016,4,3,0,SC_017,1139,19935,1085,26,0,hospital_046,1062,S_100,768
23276,-37.737148,144.958183,91 O'Hea Street,COBURG,5360000.0,house,2016,2,1,0,SC_030,884,19964,575,30,1,hospital_084,1887,S_172,798
37176,-37.6341,145.025443,27 San Cristobal Pass,EPPING,3393000.0,house,2012,4,2,1,SC_062,5644,20005,2077,43,1,hospital_053,2099,S_196,1429
591,-37.79921,144.888418,207 Gordon Street,FOOTSCRAY,13566000.0,house,2016,2,1,1,SC_043,2446,20023,397,20,0,hospital_056,704,S_201,861
14390,-37.750819,144.892706,38 Ogilvie Street,ESSENDON,12558000.0,house,2015,3,2,2,SC_082,2190,20037,2147,21,0,hospital_184,1444,S_197,1712
2970,-37.822551,144.889865,18 Hughes Street,YARRAVILLE,4936000.0,house,2015,3,1,2,SC_033,3818,19996,746,16,0,hospital_056,3291,S_201,2531
76590,-37.923794,145.116539,15 Faulkiner Street,CLAYTON,11025000.0,house,2013,2,1,1,SC_087,4993,19915,364,39,0,hospital_076,420,S_169,301
87524,-37.931988,145.007247,22 Villeroy Street,HAMPTON,14310000.0,house,2014,4,2,2,SC_046,2855,19949,838,27,0,hospital_036,1203,S_088,720
11983,-37.68983,144.759856,1 Dunraven Court,SYDENHAM,7350000.0,house,2015,3,2,2,SC_048,5066,20000,1782,39,0,hospital_057,9220,S_163,820
68631,-37.86331,145.02469,7 Bailey Avenue,ARMADALE,3600000.0,house,2016,4,2,3,SC_023,2147,19944,521,20,0,hospital_092,308,S_013,199
2424,-37.819282,144.843502,64 Corrigan Avenue,BROOKLYN,6900000.0,house,2015,3,1,2,SC_033,871,20022,2810,22,0,hospital_174,4729,S_056,1811
52048,-37.824689,145.012958,10 Albert Place,RICHMOND,11500000.0,house,2011,3,3,2,SC_038,1816,19906,573,13,0,hospital_122,972,S_102,1792
36577,-37.66924286,144.9877777,8 Lugano Street,LALOR,4606000.0,house,2007,3,2,1,SC_026,5964,20006,2619,40,1,hospital_053,3205,S_228,2604
18465,-37.68803024,144.926239,217 Widford Street,BROADMEADOWS,4272000.0,house,2009,3,1,0,SC_059,3637,20030,805,37,0,hospital_104,4187,S_153,1178
40519,-37.706058,145.073085,39 Lea Crescent,BUNDOORA,5460000.0,house,2010,3,1,1,SC_047,5221,19984,1089,34,0,hospital_037,1471,S_155,1802
31908,-37.74053,144.985224,140 Bruce Street,PRESTON,8558000.0,house,2011,4,2,2,SC_103,1476,20012,1362,27,1,hospital_144,2133,S_030,1225
66381,-37.777934,145.326035,401 Hull Road,MOOROOLBARK,3411000.0,house,2014,3,1,1,SC_084,2446,19877,1419,54,1,hospital_113,3091,S_168,2202
4628,-37.84021,144.869796,7 Leslie Street,NEWPORT,14450000.0,house,2015,3,1,1,SC_033,2524,19994,1245,21,0,hospital_141,3124,S_056,2122
9011,-37.885756,144.752922,28 Spindrift Way,SEABROOK,4200000.0,house,2008,3,2,2,SC_092,2279,46468,1833,33,0,hospital_073,6495,S_001,1562
32950,-37.73253,144.995223,54 May Street,PRESTON,17550000.0,house,2015,4,2,2,SC_103,984,20011,808,29,1,hospital_139,1684,S_085,844
40526,-37.690558,145.051693,4 Aldren Place,BUNDOORA,5805000.0,house,2016,3,2,2,SC_062,5254,20007,3487,38,1,hospital_041,996,S_155,948
16589,-37.695561,144.920991,151 View Street,GLENROY,5760000.0,house,2011,2,1,0,SC_059,3278,20031,455,35,0,hospital_104,4994,S_209,1192
14093,-37.75267,144.895828,22 Nimmo Street,ESSENDON,15080000.0,house,2016,4,3,2,SC_082,2250,20037,1831,21,0,hospital_184,1412,S_197,1575
42732,-37.729753,145.090611,1 Red Gum Way,YALLAMBIE,8544000.0,house,2015,3,2,2,SC_017,3488,19983,1935,31,0,hospital_075,3052,S_020,2911
72478,-37.843438,145.252186,562 Mountain Highway,BAYSWATER,9945000.0,house,2015,4,2,2,SC_032,3986,19870,1415,50,1,hospital_002,1942,S_139,1294
61614,-37.811585,145.232282,24 Pratt Street,RINGWOOD,7500000.0,house,2012,3,1,0,SC_032,331,19902,560,43,1,hospital_105,951,S_190,149
47379,-37.714382,145.14271,6 Tanya Way,ELTHAM,9185000.0,house,2015,4,2,2,SC_051,4774,19987,460,44,0,hospital_075,3404,S_194,1348
86375,-37.923941,144.999405,22 Whyte Street,BRIGHTON,18300000.0,house,2014,2,1,1,SC_046,3832,19950,944,24,0,hospital_156,1520,S_009,1016
53664,-37.82662,145.010526,7 Belgravia Street,RICHMOND,12950000.0,house,2015,3,2,2,SC_038,1566,19906,281,13,0,hospital_122,954,S_102,1541
80723,-37.98186,145.21421,11 McFarlane Crescent,DANDENONG,6900000.0,house,2014,3,1,1,SC_112,587,19888,985,54,0,hospital_119,554,S_183,113
36290,-37.671065,145.031146,221 Dalton Road,LALOR,4849000.0,house,2010,4,2,1,SC_062,5254,20006,1360,40,1,hospital_053,2525,S_229,1081
77695,-37.925846,145.151111,20 Highfield Avenue,MULGRAVE,12444000.0,house,2014,4,2,2,SC_073,3757,19914,1773,42,0,hospital_065,2714,S_148,2521
45501,-37.68833,145.102704,8 Kowa Court,GREENSBOROUGH,9321000.0,house,2016,3,2,2,SC_062,4352,19985,1806,38,0,hospital_075,1891,S_210,1645
47894,-37.805029,145.056551,14 Locksley Avenue,KEW,28160000.0,house,2016,3,2,2,SC_099,2154,19903,2151,23,0,hospital_064,832,S_137,1509
10980,-37.785352,144.933695,96 Shields Street,FLEMINGTON,6030000.0,house,2012,3,1,0,SC_011,1579,20040,470,15,0,hospital_114,1072,S_086,550
21570,-37.75930786,144.955246,8 Ormond Street,BRUNSWICK,5900000.0,house,2009,2,1,1,SC_030,3028,19967,525,23,1,hospital_011,589,S_074,1241
12768,-37.711573,144.772048,25 kurrajong Rd,DELAHEY,4620000.0,house,2010,4,2,2,SC_107,3571,20000,1178,39,0,hospital_057,6604,S_094,1095
47827,-37.81009,145.043077,123 Edgevale Road,KEW,31110000.0,house,2013,4,2,2,SC_083,1330,19903,1392,23,0,hospital_064,485,S_039,1173
21100,-37.776146,144.95023,344 Brunswick Road,BRUNSWICK,10200000.0,house,2013,4,2,2,SC_011,3078,19970,591,18,1,hospital_102,653,S_138,1066
28705,-37.8014401,144.9854263,8 Napoleon Street,COLLINGWOOD,5920000.0,house,2012,2,1,1,SC_008,1795,19976,809,10,1,hospital_178,874,S_060,194
29886,-37.77510452,145.0131531,3 Slater Street,NORTHCOTE,11872000.0,house,2009,3,1,1,SC_001,2644,19930,560,18,0,hospital_035,1435,S_219,2627
55479,-37.84365,145.055387,3 Middle Road,CAMBERWELL,20100000.0,house,2015,3,2,3,SC_099,2162,19912,1121,17,0,hospital_168,262,S_113,1639
26861,-37.60366821,144.9128723,4 Valhalla Place,CRAIGIEBURN,5729000.0,house,2009,4,2,2,SC_016,1204,40221,2693,46,0,hospital_104,5277,S_178,2152
37994,-37.781268,145.022537,14 Hanslope Avenue,ALPHINGTON,20060000.0,house,2014,2,1,1,SC_001,2254,19930,548,18,0,hospital_029,919,S_219,2225
29552,-37.769364,145.010256,17 Hakatere Street,NORTHCOTE,7808000.0,house,2012,3,1,1,SC_001,2780,19929,1108,16,0,hospital_035,749,S_105,2118
87835,-37.930798,145.003949,582 Hampton Street,HAMPTON,11000000.0,house,2009,4,2,0,SC_046,3171,19949,828,27,0,hospital_036,1295,S_088,721
11843,-37.722685,144.825252,4 Buckland Crescent,KEILOR,6201000.0,house,2013,4,2,2,SC_107,1654,20001,2870,36,0,hospital_005,4307,S_222,1982
52863,-37.822552,145.003776,27 Wall Street,RICHMOND,2960000.0,house,2015,2,1,1,SC_038,2044,19906,649,13,0,hospital_122,284,S_076,1612
26185,-37.57957077,144.9377441,26 Parramatta Walk,CRAIGIEBURN,3420000.0,house,2009,4,2,1,SC_005,1624,40221,2525,46,0,hospital_104,8064,S_178,1640
17483,-37.700971,144.932958,59 Hubert Avenue,GLENROY,6150000.0,house,2012,2,1,1,SC_030,3812,20032,1442,33,0,hospital_184,5215,S_004,844
41838,-37.740121,145.070502,200 Lower Plenty Road,ROSANNA,13188000.0,house,2015,4,1,3,SC_017,1750,19936,492,28,0,hospital_066,1851,S_100,2127
61592,-37.78879166,145.2572479,23 Chesney Drive,RINGWOOD,6630000.0,house,2008,3,2,1,SC_022,2545,19878,2183,51,1,hospital_164,2116,S_157,956
12250,-37.700575,144.751416,126 Community Hub,HILLSIDE,5720000.0,house,2011,4,2,2,SC_048,3709,20000,2006,39,0,hospital_057,8679,S_163,735
5703,-37.784348,144.848061,3 Watson Grove,BRAYBROOK,3760000.0,house,2015,3,1,2,SC_102,1294,20021,1415,26,0,hospital_174,1555,S_080,1351
54203,-37.821138,145.043008,1A Malmsbury Street,HAWTHORN,25950000.0,house,2011,3,2,2,SC_083,657,19903,286,23,0,hospital_127,848,S_208,676
73031,-37.865324,145.302163,16 Philippa Road,BORONIA,6744000.0,house,2011,3,2,0,SC_049,3281,19869,1654,53,1,hospital_049,1736,S_146,1468
60338,-37.82128,145.209805,9 Patrick Court,MITCHAM,13650000.0,house,2012,5,2,2,SC_032,1922,19901,373,41,1,hospital_010,1833,S_040,1963
82460,-37.993713,145.243053,9 Lillypilly Avenue,DOVETON,8550000.0,house,2016,3,1,0,SC_077,1358,19888,2953,54,0,hospital_119,2319,S_195,2205
84334,-37.850918,145.006118,72 Spring Street,PRAHRAN,21300000.0,house,2016,3,2,0,SC_038,1167,19946,685,23,0,hospital_132,432,S_115,328
91960,-37.987334,145.061605,11 Naples Road,MENTONE,7420000.0,house,2016,4,2,2,SC_003,3010,19865,684,39,0,hospital_133,801,S_011,646
84745,-37.886461,144.987235,2/10 Docker Street,ELWOOD,8560000.0,house,2013,1,1,1,SC_015,2060,19954,1215,17,0,hospital_116,1945,S_133,1582
33232,-37.739874,145.02264,84 Murray Road,PRESTON,9165000.0,house,2010,3,1,2,SC_047,692,20012,1952,27,1,hospital_090,2255,S_225,1750
41578,-37.752385,145.064857,135 Hawdon Street,HEIDELBERG,12000000.0,house,2015,4,2,3,SC_017,496,19935,638,26,0,hospital_066,418,S_100,817
3402,-37.815394,144.887336,34 Fehon Street,YARRAVILLE,6872000.0,house,2014,3,1,0,SC_043,3319,19996,234,16,0,hospital_056,2480,S_201,1881
3593,-37.81923294,144.8942719,48 Frederick Street,YARRAVILLE,5200000.0,house,2008,3,1,1,SC_043,4051,19996,536,16,0,hospital_056,2991,S_201,2084
53664,-37.82662,145.010526,7 Belgravia Street,RICHMOND,12950000.0,house,2015,3,2,2,SC_038,1566,19906,281,13,0,hospital_122,954,S_102,1541
46044,-37.723172,145.113474,36 Para Road,MONTMORENCY,9000000.0,house,2010,4,2,2,SC_009,5095,19986,1127,40,0,hospital_075,2117,S_020,2372
89626,-37.95414,145.006619,6 Tennyson Street,SANDRINGHAM,11990000.0,house,2012,3,2,1,SC_079,3075,19948,461,29,0,hospital_036,1328,S_214,1672
63386,-37.797002,145.259499,11 Cutts Avenue,CROYDON,12000000.0,house,2015,4,2,2,SC_022,2087,19879,1856,46,1,hospital_164,1246,S_157,389
4973,-37.87017,144.812431,183 Blyth Street,ALTONA,7308000.0,house,2015,2,1,1,SC_033,5705,19925,565,32,0,hospital_141,7007,S_128,1563
74666,-37.897141,145.07598,163 Poath Road,MURRUMBEENA,7500000.0,house,2012,3,2,1,SC_087,1089,19918,290,32,0,hospital_166,2645,S_167,1089
96319,-37.909874,145.042538,9 Penang Street,MCKINNON,25800000.0,house,2016,4,2,2,SC_041,3135,19940,375,36,0,hospital_126,2281,S_107,1076
63436,-37.787414,145.297687,119 Lincoln Road,CROYDON,2552000.0,house,2014,2,1,1,SC_022,1827,19877,1328,54,1,hospital_164,4340,S_181,1752
92802,-38.001664,145.078142,166 Beach Road,PARKDALE,19950000.0,house,2012,4,2,2,SC_003,3531,19864,969,41,0,hospital_001,1314,S_119,1033
97036,-38.016974,145.28258,79 Bella Crescent,HALLAM,5475000.0,house,2011,3,1,2,SC_077,3280,19885,1126,59,0,hospital_069,2483,S_087,1588
